ID (#),Age,Primary Const Code,UTD Giving Total,"AVG Giving 
Over 6 years","Max Prelim Rating vs
Windfall Capacity",Windfall PTG Rating
10985,45,Alumni,$0.00,$0.00,0,41
10986,56,Alumni,$0.00,$0.00,0,41
10987,41,Alumni,$0.00,$0.00,0,41
10988,46,Alumni,$0.00,$0.00,0,41
10989,64,Alumni,$0.00,$0.00,0,41
10990,44,Alumni,$0.00,$0.00,0,41
10991,62,Alumni,$0.00,$0.00,0,41
10992,44,Alumni,$0.00,$0.00,0,41
10993,48,Alumni,$0.00,$0.00,0,41
10994,58,Alumni,$0.00,$0.00,0,41
10995,57,Alumni,$0.00,$0.00,0,41
10996,44,Alumni,$0.00,$0.00,0,41
10997,43,Alumni,$50.00,$8.33,0,41
10998,45,Alumni,$0.00,$0.00,0,41
10999,43,Alumni,$0.00,$0.00,0,41
11000,38,Alumni,$0.00,$0.00,0,41
11001,42,Alumni,$100.00,$16.67,0,41
11002,49,Alumni,$0.00,$0.00,0,41
11003,42,Alumni,$0.00,$0.00,0,41
11004,51,Alumni,$0.00,$0.00,0,41
11005,42,Alumni,$0.00,$0.00,0,41
11006,50,Alumni,$0.00,$0.00,0,41
11007,36,Alumni,$0.00,$0.00,0,41
11008,42,Alumni,$0.00,$0.00,0,41
11009,41,Alumni,$0.00,$0.00,0,41
11010,50,Alumni,$0.00,$0.00,0,41
11011,38,Alumni,$10.00,$1.67,0,41
11012,42,Alumni,$50.00,$8.33,0,41
11013,46,Alumni,$0.00,$0.00,0,41
11014,41,Alumni,$0.00,$0.00,0,41
11015,41,Alumni,$0.00,$0.00,0,41
11016,50,Alumni,$0.00,$0.00,0,41
11017,45,Alumni,$0.00,$0.00,0,41
11018,42,Alumni,$8.00,$1.33,0,41
11019,44,Alumni,$0.00,$0.00,0,41
11020,54,Alumni,$0.00,$0.00,0,41
11021,54,Alumni,$0.00,$0.00,0,41
11022,49,Alumni,$0.00,$0.00,0,41
11023,52,Alumni,$0.00,$0.00,0,41
11024,50,Alumni,$11.00,$1.83,0,41
11025,48,Alumni,$0.00,$0.00,0,41
11026,42,Alumni,$9.00,$1.50,0,41
11027,43,Alumni,$0.00,$0.00,0,41
11028,49,Alumni,$0.00,$0.00,0,41
11029,46,Alumni,$75.00,$12.50,0,41
11030,38,Alumni,$0.00,$0.00,0,41
11031,42,Alumni,$0.00,$0.00,0,41
11032,44,Alumni,$0.00,$0.00,0,41
11033,48,Alumni,$0.00,$0.00,0,41
11034,56,Alumni,$1.00,$0.17,0,41
11035,52,Alumni,$0.00,$0.00,0,41
11036,41,Alumni,$0.00,$0.00,0,41
11037,55,Alumni,$0.00,$0.00,0,41
11038,51,Alumni,$0.00,$0.00,0,41
11039,49,Alumni,$0.00,$0.00,0,41
11040,67,Alumni,$0.00,$0.00,0,41
11041,46,Alumni,$0.00,$0.00,0,41
11042,52,Alumni,$0.00,$0.00,0,41
11043,49,Alumni,$0.00,$0.00,0,41
11044,42,Alumni,$0.00,$0.00,0,41
11045,53,Alumni,$0.00,$0.00,0,41
11046,42,Alumni,$0.00,$0.00,0,41
11047,56,Alumni,$0.00,$0.00,0,41
11048,62,Alumni,$0.00,$0.00,0,41
11049,46,Alumni,$0.00,$0.00,0,41
11050,50,Alumni,$0.00,$0.00,0,41
11051,62,Alumni,$0.00,$0.00,0,41
11052,49,Alumni,$0.00,$0.00,0,41
11053,44,Alumni,$0.00,$0.00,0,41
11054,42,Alumni,$0.00,$0.00,0,41
11055,50,Alumni,$0.00,$0.00,0,41
11056,54,Alumni,$0.00,$0.00,0,41
11057,46,Alumni,$0.00,$0.00,0,41
11058,44,Alumni,$15.00,$2.50,0,41
11059,42,Alumni,$0.00,$0.00,0,41
11060,45,Alumni,$0.00,$0.00,0,41
11061,49,Alumni,$0.00,$0.00,0,41
11062,45,Alumni,$0.00,$0.00,0,41
11063,43,Alumni,$25.00,$4.17,0,41
11064,46,Alumni,$0.00,$0.00,0,41
11065,45,Alumni,$0.00,$0.00,0,41
11066,69,Alumni,$0.00,$0.00,0,41
11067,41,Alumni,$0.00,$0.00,0,41
11068,46,Alumni,$0.00,$0.00,0,41
11069,55,Alumni,$0.00,$0.00,0,41
11070,36,Alumni,$60.00,$10.00,0,41
11071,81,Alumni,$0.00,$0.00,0,41
11072,44,Alumni,$0.00,$0.00,0,41
11073,61,Alumni,$0.00,$0.00,0,41
11074,53,Alumni,$0.00,$0.00,0,41
11075,47,Alumni,$0.00,$0.00,0,41
11076,44,Alumni,$0.00,$0.00,0,41
11077,43,Alumni,$0.00,$0.00,0,41
11078,43,Alumni,$0.00,$0.00,0,41
11079,43,Alumni,$0.00,$0.00,0,41
11080,44,Alumni,$0.00,$0.00,0,41
11081,42,Alumni,$0.00,$0.00,0,41
11082,44,Alumni,$0.00,$0.00,0,41
11083,50,Alumni,$0.00,$0.00,0,41
11084,46,Alumni,$0.00,$0.00,0,41
11085,45,Alumni,$0.00,$0.00,0,41
11086,49,Alumni,$0.00,$0.00,0,41
11087,44,Alumni,$0.00,$0.00,0,41
11088,49,Alumni,$0.00,$0.00,0,41
11089,44,Alumni,$0.00,$0.00,0,41
11090,42,Alumni,$0.00,$0.00,0,41
11091,43,Alumni,$0.00,$0.00,0,41
11092,42,Alumni,$0.00,$0.00,0,41
11093,53,Alumni,$0.00,$0.00,0,41
11094,49,Alumni,$0.00,$0.00,0,41
11095,62,Alumni,$0.00,$0.00,0,41
11096,43,Alumni,$0.00,$0.00,0,41
11097,47,Alumni,$0.00,$0.00,0,41
11098,45,Alumni,$0.00,$0.00,0,41
11099,42,Alumni,$0.00,$0.00,0,41
11100,44,Alumni,$0.00,$0.00,0,41
11101,46,Alumni,$0.00,$0.00,0,41
11102,56,Alumni,$0.00,$0.00,0,41
11103,53,Alumni,$0.00,$0.00,0,41
11104,48,Alumni,$13.00,$2.17,0,41
11105,41,Alumni,$10.00,$1.67,0,41
11106,54,Alumni,$0.00,$0.00,0,41
11107,46,Alumni,$50.00,$8.33,0,41
11108,54,Alumni,$0.00,$0.00,0,41
11109,58,Alumni,$0.00,$0.00,0,41
11110,50,Alumni,$0.00,$0.00,0,41
11111,44,Alumni,$0.00,$0.00,0,41
11112,48,Alumni,$0.00,$0.00,0,41
11113,44,Alumni,$0.00,$0.00,0,41
11114,54,Alumni,$0.00,$0.00,0,41
11115,47,Alumni,$0.00,$0.00,0,41
11116,47,Alumni,$0.00,$0.00,0,41
11117,42,Alumni,$0.00,$0.00,0,41
11118,42,Alumni,$0.00,$0.00,0,41
11119,42,Alumni,$0.00,$0.00,0,41
11120,41,Alumni,$0.00,$0.00,0,41
11121,46,Alumni,$0.00,$0.00,0,41
11122,45,Alumni,$0.00,$0.00,0,41
11123,42,Alumni,$0.00,$0.00,0,41
11124,45,Alumni,$0.00,$0.00,0,41
11125,45,Alumni,$0.00,$0.00,0,41
11126,41,Alumni,$0.00,$0.00,0,41
11127,56,Alumni,$0.00,$0.00,0,41
11128,41,Alumni,$0.00,$0.00,0,41
11129,42,Alumni,$0.00,$0.00,0,41
11130,51,Alumni,$0.00,$0.00,0,41
11131,49,Alumni,$0.00,$0.00,0,41
11132,49,Alumni,$0.00,$0.00,0,41
11133,42,Alumni,$0.00,$0.00,0,41
11134,47,Alumni,$0.00,$0.00,0,41
11135,45,Alumni,$50.00,$8.33,0,41
11136,40,Alumni,$0.00,$0.00,0,41
11137,32,Alumni,$100.00,$16.67,0,41
11138,49,Alumni,$20.14,$3.36,0,41
11139,60,Alumni,$0.00,$0.00,0,41
11140,50,Alumni,$0.00,$0.00,0,41
11141,44,Alumni,$0.00,$0.00,0,41
11142,43,Alumni,$0.00,$0.00,0,41
11143,43,Alumni,$0.00,$0.00,0,41
11144,37,Alumni,$25.00,$4.17,0,41
11145,51,Alumni,$0.00,$0.00,0,41
11146,43,Alumni,$0.00,$0.00,0,41
11147,42,Alumni,$36.00,$6.00,0,41
11148,41,Alumni,$0.00,$0.00,0,41
11149,44,Alumni,$0.00,$0.00,0,41
11150,55,Alumni,$0.00,$0.00,0,41
11151,47,Alumni,$0.00,$0.00,0,41
11152,49,Alumni,$0.00,$0.00,0,41
11153,42,Alumni,$0.00,$0.00,0,41
11154,45,Alumni,$0.00,$0.00,0,41
11155,47,Alumni,$0.00,$0.00,0,41
11156,68,Alumni,$0.00,$0.00,0,41
11157,44,Alumni,$0.00,$0.00,0,41
11158,48,Alumni,$0.00,$0.00,0,41
11159,45,Alumni,$0.00,$0.00,0,41
11160,41,Alumni,$0.00,$0.00,0,41
11161,47,Alumni,$20.00,$3.33,0,41
11162,54,Alumni,$0.00,$0.00,0,41
11163,44,Alumni,$0.00,$0.00,0,41
11164,42,Alumni,$0.00,$0.00,0,41
11165,42,Alumni,$0.00,$0.00,0,41
11166,57,Alumni,$0.00,$0.00,0,41
11167,47,Alumni,$0.00,$0.00,0,41
11168,31,Alumni,$0.00,$0.00,0,41
11169,31,Alumni,$100.00,$16.67,0,41
11170,41,Alumni,$0.00,$0.00,0,41
11171,31,Alumni,$0.00,$0.00,0,41
11172,61,Alumni,$0.00,$0.00,0,41
11173,45,Alumni,$50.00,$8.33,0,41
11174,46,Alumni,$0.00,$0.00,0,41
11175,42,Alumni,$60.00,$10.00,0,41
11176,54,Alumni,$0.00,$0.00,0,41
11177,45,Alumni,$0.00,$0.00,0,41
11178,41,Alumni,$0.00,$0.00,0,41
11179,76,Alumni,$0.00,$0.00,0,41
11180,58,Alumni,$0.00,$0.00,0,41
11181,50,Alumni,$0.00,$0.00,0,41
11182,43,Alumni,$0.00,$0.00,0,41
11183,35,Alumni,$0.00,$0.00,0,41
11184,45,Alumni,$0.00,$0.00,0,41
11185,48,Alumni,$0.00,$0.00,0,41
11186,42,Alumni,$0.00,$0.00,0,41
11187,42,Alumni,$0.00,$0.00,0,41
11188,43,Alumni,$0.00,$0.00,0,41
11189,34,Alumni,$0.00,$0.00,0,41
11190,34,Alumni,$0.00,$0.00,0,41
11191,47,Alumni,$0.00,$0.00,0,41
11192,41,Alumni,$0.00,$0.00,0,41
11193,49,Alumni,$0.00,$0.00,0,41
11194,48,Alumni,$0.00,$0.00,0,41
11195,44,Alumni,$150.00,$25.00,0,41
11196,49,Alumni,$0.00,$0.00,0,41
11197,41,Alumni,$0.00,$0.00,0,41
11198,54,Alumni,$0.00,$0.00,0,41
11199,42,Alumni,$0.00,$0.00,0,41
11200,51,Alumni,$25.00,$4.17,0,41
11201,50,Alumni,$0.00,$0.00,0,41
11202,55,Alumni,$0.00,$0.00,0,41
11203,52,Alumni,$0.00,$0.00,0,41
11204,42,Alumni,$0.00,$0.00,0,41
11205,35,Alumni,$0.00,$0.00,0,41
11206,42,Alumni,$0.00,$0.00,0,41
11207,46,Alumni,$0.00,$0.00,0,41
11208,47,Alumni,$0.00,$0.00,0,41
11209,41,Alumni,$0.00,$0.00,0,41
11210,50,Alumni,$0.00,$0.00,0,41
11211,57,Alumni,$0.00,$0.00,0,41
11212,41,Alumni,$500.00,$83.33,0,41
11213,69,Alumni,$0.00,$0.00,0,41
11214,57,Alumni,$0.00,$0.00,0,41
11215,42,Alumni,$0.00,$0.00,0,41
11216,33,Alumni,$0.00,$0.00,0,41
11217,43,Alumni,$0.00,$0.00,0,41
11218,48,Alumni,$0.00,$0.00,0,41
11219,41,Alumni,$0.00,$0.00,0,41
11220,29,Alumni,$0.00,$0.00,0,41
11221,45,Alumni,$0.00,$0.00,0,41
11222,50,Alumni,$0.00,$0.00,0,41
11223,43,Alumni,$0.00,$0.00,0,41
11224,29,Alumni,$0.00,$0.00,0,41
11225,47,Alumni,$0.00,$0.00,0,41
11226,49,Alumni,$0.00,$0.00,0,41
11227,63,Alumni,$0.00,$0.00,0,41
11228,31,Alumni,$0.00,$0.00,0,41
11229,44,Alumni,$0.00,$0.00,0,41
11230,47,Alumni,$0.00,$0.00,0,41
11231,37,Alumni,$0.00,$0.00,0,41
11232,44,Alumni,$0.00,$0.00,0,41
11233,63,Alumni,$0.00,$0.00,0,41
11234,35,Alumni,$0.00,$0.00,0,41
11235,49,Alumni,$0.00,$0.00,0,41
11236,56,Alumni,$0.00,$0.00,0,41
11237,35,Alumni,$25.00,$4.17,0,41
11238,54,Alumni,$0.00,$0.00,0,41
11239,36,Alumni,$0.00,$0.00,0,41
11240,50,Alumni,$0.00,$0.00,0,41
11241,48,Alumni,$0.00,$0.00,0,41
11242,47,Alumni,$0.00,$0.00,0,41
11243,36,Alumni,$50.00,$8.33,0,41
11244,39,Alumni,$100.00,$16.67,0,41
11245,41,Alumni,$0.00,$0.00,0,41
11246,43,Alumni,$0.00,$0.00,0,41
11247,44,Alumni,$0.00,$0.00,0,41
11248,45,Alumni,$0.00,$0.00,0,41
11249,44,Alumni,$0.00,$0.00,0,41
11250,47,Alumni,$0.00,$0.00,0,41
11251,42,Alumni,$0.00,$0.00,0,41
11252,28,Alumni,$70.18,$11.70,0,41
11253,44,Alumni,$0.00,$0.00,0,41
11254,45,Alumni,$0.00,$0.00,0,41
11255,48,Alumni,$0.00,$0.00,0,41
11256,54,Alumni,$0.00,$0.00,0,41
11257,33,Alumni,$0.00,$0.00,0,41
11258,47,Alumni,$0.00,$0.00,0,41
11259,45,Alumni,$0.00,$0.00,0,41
11260,48,Alumni,$0.00,$0.00,0,41
11261,53,Alumni,$0.00,$0.00,0,41
11262,34,Alumni,$0.00,$0.00,0,41
11263,41,Alumni,$0.00,$0.00,0,41
11264,51,Alumni,$0.00,$0.00,0,41
11265,39,Alumni,$0.00,$0.00,0,41
11266,41,Alumni,$0.00,$0.00,0,41
11267,32,Alumni,$0.00,$0.00,0,41
11268,34,Alumni,$50.00,$8.33,0,41
11269,38,Alumni,$0.00,$0.00,0,41
11270,42,Alumni,$0.00,$0.00,0,41
11271,42,Alumni,$0.00,$0.00,0,41
11272,47,Alumni,$0.00,$0.00,0,41
11273,42,Alumni,$0.00,$0.00,0,41
11274,48,Alumni,$0.00,$0.00,0,41
11275,48,Alumni,$50.00,$8.33,0,41
11276,43,Alumni,$150.00,$25.00,0,41
11277,42,Alumni,$0.00,$0.00,0,41
11278,43,Alumni,$0.00,$0.00,0,41
11279,47,Alumni,$0.00,$0.00,0,41
11280,49,Alumni,$0.00,$0.00,0,41
11281,55,Alumni,$0.00,$0.00,0,41
11282,58,Alumni,$0.00,$0.00,0,41
11283,54,Alumni,$0.00,$0.00,0,41
11284,51,Alumni,$0.00,$0.00,0,41
11285,46,Alumni,$0.00,$0.00,0,41
11286,47,Alumni,$0.00,$0.00,0,41
11287,54,Alumni,$0.00,$0.00,0,41
11288,38,Alumni,$150.00,$25.00,0,41
11289,44,Alumni,$0.00,$0.00,0,41
11290,31,Alumni,$0.00,$0.00,0,41
11291,54,Alumni,$0.00,$0.00,0,41
11292,47,Alumni,$0.00,$0.00,0,41
11293,44,Alumni,$0.00,$0.00,0,41
11294,56,Alumni,$0.00,$0.00,0,41
11295,42,Alumni,$150.00,$25.00,0,41
11296,48,Alumni,$0.00,$0.00,0,41
11297,44,Alumni,$25.00,$4.17,0,41
11298,63,Alumni,$0.00,$0.00,0,41
11299,49,Alumni,$0.00,$0.00,0,41
11300,69,Alumni,$0.00,$0.00,0,41
11301,51,Alumni,$0.00,$0.00,0,41
11302,56,Alumni,$0.00,$0.00,0,41
11303,42,Alumni,$0.00,$0.00,0,41
11304,42,Alumni,$0.00,$0.00,0,41
11305,56,Alumni,$0.00,$0.00,0,41
11306,40,Alumni,$75.00,$12.50,0,41
11307,42,Alumni,$0.00,$0.00,0,41
11308,46,Alumni,$0.00,$0.00,0,41
11309,38,Alumni,$0.00,$0.00,0,41
11310,44,Alumni,$0.00,$0.00,0,41
11311,47,Alumni,$0.00,$0.00,0,41
11312,44,Alumni,$0.00,$0.00,0,41
11313,50,Alumni,$0.00,$0.00,0,41
11314,38,Alumni,$50.00,$8.33,0,41
11315,45,Alumni,$0.00,$0.00,0,41
11316,46,Alumni,$0.00,$0.00,0,41
11317,46,Alumni,$0.00,$0.00,0,41
11318,33,Alumni,$0.00,$0.00,0,41
11319,48,Alumni,$0.00,$0.00,0,41
11320,44,Alumni,$0.00,$0.00,0,41
11321,48,Alumni,$0.00,$0.00,0,41
11322,44,Alumni,$0.00,$0.00,0,41
11323,42,Alumni,$0.00,$0.00,0,41
11324,35,Alumni,$200.00,$33.33,0,41
11325,53,Alumni,$0.00,$0.00,0,41
11326,41,Alumni,$0.00,$0.00,0,41
11327,43,Alumni,$0.00,$0.00,0,41
11328,43,Alumni,$0.00,$0.00,0,41
11329,43,Alumni,$0.00,$0.00,0,41
11330,29,Alumni,$0.00,$0.00,0,41
11331,41,Alumni,$0.00,$0.00,0,41
11332,44,Alumni,$0.00,$0.00,0,41
11333,41,Alumni,$0.00,$0.00,0,41
11334,46,Alumni,$0.00,$0.00,0,41
11335,44,Alumni,$0.00,$0.00,0,41
11336,49,Alumni,$0.00,$0.00,0,41
11337,43,Alumni,$0.00,$0.00,0,41
11338,55,Alumni,$0.00,$0.00,0,41
11339,46,Alumni,$0.00,$0.00,0,41
11340,42,Alumni,$0.00,$0.00,0,41
11341,43,Alumni,$0.00,$0.00,0,41
11342,71,Alumni,$0.00,$0.00,0,41
11343,54,Alumni,$0.00,$0.00,0,41
11344,74,Alumni,$245.00,$40.83,0,40
11345,49,Alumni,$10.00,$1.67,0,40
11346,33,Alumni,$200.00,$33.33,0,40
11347,60,Alumni,$0.00,$0.00,0,39
11348,69,Alumni,$0.00,$0.00,0,39
11349,75,Alumni,$0.00,$0.00,0,39
11350,64,Alumni,$0.00,$0.00,0,39
11351,57,Alumni,$0.00,$0.00,0,39
11352,63,Alumni,$0.00,$0.00,0,39
11353,62,Alumni,$0.00,$0.00,0,39
11354,55,Alumni,$0.00,$0.00,0,39
11355,77,Alumni,$0.00,$0.00,0,39
11356,78,Alumni,$0.00,$0.00,0,39
11357,59,Alumni,$0.00,$0.00,0,39
11358,70,Alumni,$0.00,$0.00,0,39
11359,71,Alumni,$0.00,$0.00,0,39
11360,65,Alumni,$0.00,$0.00,0,39
11361,71,Alumni,$0.00,$0.00,0,39
11362,65,Alumni,$25.00,$4.17,0,39
11363,74,Alumni,$0.00,$0.00,0,39
11364,61,Alumni,$0.00,$0.00,0,39
11365,69,Alumni,$0.00,$0.00,0,39
11366,74,Alumni,$0.00,$0.00,0,39
11367,64,Alumni,$0.00,$0.00,0,39
11368,61,Alumni,$0.00,$0.00,0,39
11369,67,Alumni,$0.00,$0.00,0,39
11370,72,Alumni,$0.00,$0.00,0,39
11371,62,Alumni,$0.00,$0.00,0,39
11372,65,Alumni,$0.00,$0.00,0,39
11373,66,Alumni,$0.00,$0.00,0,39
11374,65,Alumni,$25.00,$4.17,0,39
11375,68,Alumni,$0.00,$0.00,0,39
11376,67,Alumni,$0.00,$0.00,0,39
11377,83,Alumni,$0.00,$0.00,0,39
11378,81,Alumni,$0.00,$0.00,0,39
11379,63,Alumni,$0.00,$0.00,0,39
11380,92,Alumni,$0.00,$0.00,0,39
11381,71,Alumni,$0.00,$0.00,0,39
11382,71,Alumni,$0.00,$0.00,0,39
11383,66,Alumni,$0.00,$0.00,0,39
11384,74,Alumni,$0.00,$0.00,0,39
11385,67,Alumni,$0.00,$0.00,0,39
11386,70,Alumni,$0.00,$0.00,0,39
11387,70,Alumni,$0.00,$0.00,0,39
11388,81,Alumni,$0.00,$0.00,0,39
11389,74,Alumni,$150.00,$25.00,0,39
11390,61,Alumni,$0.00,$0.00,0,39
11391,78,Alumni,$0.00,$0.00,0,39
11392,67,Alumni,$0.00,$0.00,0,39
11393,76,Alumni,$0.00,$0.00,0,39
11394,65,Alumni,$0.00,$0.00,0,39
11395,60,Alumni,$0.00,$0.00,0,39
11396,73,Alumni,$0.00,$0.00,0,39
11397,68,Alumni,$0.00,$0.00,0,39
11398,67,Alumni,$0.00,$0.00,0,39
11399,74,Alumni,$0.00,$0.00,0,39
11400,85,Alumni,$0.00,$0.00,0,39
11401,67,Alumni,$0.00,$0.00,0,39
11402,65,Alumni,$0.00,$0.00,0,39
11403,76,Alumni,$0.00,$0.00,0,39
11404,71,Alumni,$0.00,$0.00,0,39
11405,70,Alumni,$0.00,$0.00,0,39
11406,59,Alumni,$0.00,$0.00,0,39
11407,84,Alumni,$0.00,$0.00,0,39
11408,55,Alumni,$0.00,$0.00,0,39
11409,62,Alumni,$0.00,$0.00,0,39
11410,66,Alumni,$25.00,$4.17,0,39
11411,58,Alumni,$0.00,$0.00,0,39
11412,72,Alumni,$0.00,$0.00,0,39
11413,70,Alumni,$0.00,$0.00,0,39
11414,64,Alumni,$0.00,$0.00,0,39
11415,57,Alumni,$0.00,$0.00,0,39
11416,56,Alumni,$0.00,$0.00,0,39
11417,70,Alumni,$0.00,$0.00,0,39
11418,70,Alumni,$0.00,$0.00,0,39
11419,64,Alumni,$0.00,$0.00,0,39
11420,60,Alumni,$0.00,$0.00,0,39
11421,63,Alumni,$0.00,$0.00,0,39
11422,89,Alumni,$0.00,$0.00,0,39
11423,66,Alumni,$0.00,$0.00,0,39
11424,73,Alumni,$0.00,$0.00,0,39
11425,69,Alumni,$0.00,$0.00,0,39
11426,61,Alumni,$0.00,$0.00,0,39
11427,72,Alumni,$0.00,$0.00,0,39
11428,76,Alumni,$0.00,$0.00,0,39
11429,64,Alumni,$0.00,$0.00,0,39
11430,68,Alumni,$0.00,$0.00,0,39
11431,72,Alumni,$0.00,$0.00,0,39
11432,73,Alumni,$0.00,$0.00,0,39
11433,79,Alumni,$125.00,$20.83,0,39
11434,63,Alumni,$0.00,$0.00,0,39
11435,65,Alumni,$0.00,$0.00,0,39
11436,71,Alumni,$0.00,$0.00,0,39
11437,64,Alumni,$100.00,$16.67,0,39
11438,61,Alumni,$0.00,$0.00,0,39
11439,71,Alumni,$0.00,$0.00,0,39
11440,71,Alumni,"$1,000.00",$166.67,0,39
11441,74,Alumni,$0.00,$0.00,0,39
11442,61,Alumni,$0.00,$0.00,0,39
11443,58,Alumni,$0.00,$0.00,0,39
11444,68,Alumni,$0.00,$0.00,0,39
11445,74,Alumni,$0.00,$0.00,0,39
11446,63,Alumni,$0.00,$0.00,0,39
11447,63,Alumni,$0.00,$0.00,0,39
11448,76,Alumni,$0.00,$0.00,0,39
11449,55,Alumni,$0.00,$0.00,0,39
11450,76,Alumni,$0.00,$0.00,0,39
11451,91,Alumni,$0.00,$0.00,0,39
11452,61,Alumni,$0.00,$0.00,0,39
11453,78,Alumni,$0.00,$0.00,0,39
11454,79,Alumni,$0.00,$0.00,0,39
11455,77,Alumni,$0.00,$0.00,0,39
11456,68,Alumni,$0.00,$0.00,0,39
11457,70,Alumni,$0.00,$0.00,0,39
11458,67,Alumni,$0.00,$0.00,0,39
11459,66,Alumni,$0.00,$0.00,0,39
11460,68,Alumni,$25.00,$4.17,0,39
11461,69,Alumni,$0.00,$0.00,0,39
11462,66,Alumni,$200.00,$33.33,0,39
11463,74,Alumni,$0.00,$0.00,0,39
11464,68,Alumni,$0.00,$0.00,0,39
11465,80,Alumni,$0.00,$0.00,0,39
11466,63,Alumni,$0.00,$0.00,0,39
11467,55,Alumni,$0.00,$0.00,0,39
11468,81,Alumni,$0.00,$0.00,0,39
11469,67,Alumni,$290.00,$48.33,0,39
11470,64,Alumni,$0.00,$0.00,0,39
11471,70,Alumni,$0.00,$0.00,0,39
11472,62,Alumni,$0.00,$0.00,0,39
11473,78,Alumni,$50.00,$8.33,0,39
11474,72,Alumni,$0.00,$0.00,0,39
11475,77,Alumni,$0.00,$0.00,0,39
11476,67,Alumni,$0.00,$0.00,0,39
11477,74,Alumni,$0.00,$0.00,0,39
11478,59,Alumni,$0.00,$0.00,0,39
11479,67,Alumni,$0.00,$0.00,0,39
11480,70,Alumni,$0.00,$0.00,0,39
11481,69,Alumni,$0.00,$0.00,0,39
11482,73,Alumni,$0.00,$0.00,0,39
11483,86,Alumni,$0.00,$0.00,0,39
11484,63,Alumni,$0.00,$0.00,0,39
11485,67,Alumni,$0.00,$0.00,0,39
11486,67,Alumni,$0.00,$0.00,0,39
11487,68,Alumni,$0.00,$0.00,0,39
11488,72,Alumni,$0.00,$0.00,0,39
11489,75,Alumni,$0.00,$0.00,0,39
11490,65,Alumni,$0.00,$0.00,0,39
11491,60,Alumni,$20.00,$3.33,0,39
11492,64,Alumni,$200.00,$33.33,0,39
11493,56,Alumni,$0.00,$0.00,0,39
11494,65,Alumni,$0.00,$0.00,0,39
11495,73,Alumni,$0.00,$0.00,0,39
11496,68,Alumni,$0.00,$0.00,0,39
11497,59,Alumni,$0.00,$0.00,0,39
11498,68,Alumni,$0.00,$0.00,0,39
11499,61,Alumni,$0.00,$0.00,0,39
11500,74,Alumni,$0.00,$0.00,0,39
11501,58,Alumni,$0.00,$0.00,0,39
11502,62,Alumni,$0.00,$0.00,0,39
11503,73,Alumni,$0.00,$0.00,0,39
11504,66,Alumni,$0.00,$0.00,0,39
11505,62,Alumni,$0.00,$0.00,0,39
11506,63,Alumni,$0.00,$0.00,0,39
11507,69,Alumni,$0.00,$0.00,0,39
11508,84,Alumni,$0.00,$0.00,0,39
11509,65,Alumni,$0.00,$0.00,0,39
11510,74,Alumni,$0.00,$0.00,0,39
11511,58,Alumni,$0.00,$0.00,0,39
11512,70,Alumni,$0.00,$0.00,0,39
11513,59,Alumni,$0.00,$0.00,0,39
11514,65,Alumni,$5.00,$0.83,0,39
11515,72,Alumni,$0.00,$0.00,0,39
11516,75,Alumni,$0.00,$0.00,0,39
11517,70,Alumni,$0.00,$0.00,0,39
11518,65,Alumni,$0.00,$0.00,0,39
11519,71,Alumni,$0.00,$0.00,0,39
11520,67,Alumni,$0.00,$0.00,0,39
11521,65,Alumni,$0.00,$0.00,0,39
11522,61,Alumni,$0.00,$0.00,0,39
11523,77,Alumni,$0.00,$0.00,0,39
11524,86,Alumni,$0.00,$0.00,0,39
11525,56,Alumni,$0.00,$0.00,0,39
11526,61,Alumni,$0.00,$0.00,0,39
11527,61,Alumni,$0.00,$0.00,0,39
11528,73,Alumni,$0.00,$0.00,0,39
11529,66,Alumni,$0.00,$0.00,0,39
11530,62,Alumni,$0.00,$0.00,0,39
11531,68,Alumni,$0.00,$0.00,0,39
11532,65,Alumni,$0.00,$0.00,0,39
11533,83,Alumni,$0.00,$0.00,0,39
11534,60,Alumni,$0.00,$0.00,0,39
11535,90,Alumni,$0.00,$0.00,0,39
11536,61,Alumni,$60.00,$10.00,0,39
11537,92,Alumni,$0.00,$0.00,0,39
11538,61,Alumni,$0.00,$0.00,0,39
11539,69,Alumni,$0.00,$0.00,0,39
11540,83,Alumni,$50.00,$8.33,0,39
11541,63,Alumni,$0.00,$0.00,0,39
11542,59,Alumni,$0.00,$0.00,0,39
11543,72,Alumni,$0.00,$0.00,0,39
11544,67,Alumni,$0.00,$0.00,0,39
11545,64,Alumni,$0.00,$0.00,0,39
11546,67,Alumni,$0.00,$0.00,0,39
11547,63,Alumni,$0.00,$0.00,0,39
11548,84,Alumni,$0.00,$0.00,0,39
11549,68,Alumni,$0.00,$0.00,0,39
11550,63,Alumni,$0.00,$0.00,0,39
11551,70,Alumni,$0.00,$0.00,0,39
11552,67,Alumni,$150.00,$25.00,0,39
11553,70,Alumni,$0.00,$0.00,0,39
11554,57,Alumni,$50.00,$8.33,0,39
11555,76,Alumni,$0.00,$0.00,0,39
11556,67,Alumni,$0.00,$0.00,0,39
11557,60,Alumni,$0.00,$0.00,0,39
11558,62,Alumni,$0.00,$0.00,0,39
11559,74,Alumni,$25.00,$4.17,0,39
11560,64,Alumni,$0.00,$0.00,0,39
11561,79,Alumni,$0.00,$0.00,0,39
11562,61,Alumni,$0.00,$0.00,0,39
11563,78,Alumni,$0.00,$0.00,0,39
11564,62,Alumni,$0.00,$0.00,0,39
